topo_num,flow_num,mean,min,p25,p50,p75,p95,p99,p99.9,p99.99,p99.999
63,4,206.7981345785544,70.462,142.5745,184.999,258.1,368.793,440.0156000000008,515.0105000000175,588.3870749998822,727.810508900075
63,5,135.79418615808268,34.774,79.775,107.2,179.534,286.2857499999999,351.72253000000046,417.3264190000008,470.9937799999641,572.4473072500635
63,6,70.38989547909674,16.887,41.962,60.662,88.524,147.475,189.524,229.57446900000005,267.26899969998465,469.9632537203627
63,7,84.90330809601652,34.762,62.012,76.95,99.824,147.937,186.00466999999975,227.5399750000015,317.0637724999527,442.6569673303601
63,8,85.11820567162253,34.862,62.337,77.412,100.187,147.30239999999998,187.72399999999988,232.09448800000277,292.0285311999908,326.74066212020995
63,9,136.16855760825098,33.512,79.874,107.487,181.537,286.062,352.6189600000001,421.256696,467.4443699999874,541.8630479602713
63,10,44.86285125744895,21.974,34.462,43.324,53.412,64.937,76.15666000000002,102.349518,133.62072839999922,163.7087073399868
63,11,278.9025542536495,98.525,216.587,259.674,328.962,441.07720000000006,511.2539999999995,586.9152000000038,692.2837199999998,887.3488505599228
63,12,228.3102879485414,79.375,168.07100000000003,205.637,276.012,388.03325,455.20204,520.9793290000046,586.2399466997966,623.2182317900615
63,13,76.20605859527599,14.25,53.737,68.974,93.537,135.825,163.924,210.062,241.7244256999996,262.4453534100018
63,14,56.93314160985785,21.412,35.312,45.674,70.812,117.174,156.05,196.02450000000383,250.18404999999623,303.096420000014
63,15,97.13036326988583,16.487,63.237,89.125,124.45,177.812,209.325,243.637,287.624,507.533515600659
